Transaction Date,Owner,Ticker,Asset Name,Asset Type,Transaction Type,Amount,Comment,Last Name,First Name,Date Received
03/05/2024,Self,ICLN,Global Clean Energy Ishares ETF,Other Securities,Purchase,"$50,001 - $100,000",--,Carper,Thomas R,03/29/2024
03/05/2024,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, Jr.",A. Mitchell,03/19/2024
03/05/2024,Self,--,Port Authority of NY & NJ Bonds 218 Series Rate/Coupon: 5.0% Matures: 11/01/2032,Municipal Security,Sale (Full),"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
03/05/2024,Self,--,New York State Urban Development Corp Revenue Bond Rate/Coupon: 5.0% Matures: 03/15/2037,Municipal Security,Sale (Full),"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
03/04/2024,Self,--,El Paso Texas Water & Sewer Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2046,Municipal Security,Purchase,"$100,001 - $250,000",--,Scott,Rick,03/15/2024
03/04/2024,Spouse,--,El Paso Texas Water & Sewer Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2046,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
03/04/2024,Self,--,El Paso Texas Water & Sewer Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2046,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
03/04/2024,Spouse,--,El Paso Texas Water & Sewer Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2046,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/15/2024,Self,--,King County Washington Sewer Revenue Bond Rate/Coupon: 0.875% Matures: 01/01/2042,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Scott,Rick,03/15/2024
02/15/2024,Self,--,Port Authority of NY & NJ Bonds 218 Series Rate/Coupon: 5.0% Matures: 11/01/2030,Municipal Security,Sale (Full),"$100,001 - $250,000",--,Scott,Rick,03/15/2024
02/15/2024,Spouse,--,Port Authority of NY & NJ Bonds 218 Series Rate/Coupon: 5.0% Matures: 11/01/2030,Municipal Security,Sale (Full),"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/15/2024,Spouse,--,Ysleta Texas Independent School District Ref Bond Rate/Coupon: 4.0% Matures: 08/15/2031,Municipal Security,Sale (Full),"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/15/2024,Self,--,Ysleta Texas Independent School District Ref Bond Rate/Coupon: 4.0% Matures: 08/15/2031,Municipal Security,Sale (Full),"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
02/15/2024,Spouse,--,Port Authority of NY & NJ Bonds 218 Series Rate/Coupon: 5.0% Matures: 11/01/2030,Municipal Security,Sale (Full),"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/15/2024,Spouse,--,California General Obligation Bond Rate/Coupon: 5.0% Matures: 04/01/2049,Municipal Security,Sale (Full),"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/14/2024,Self,--,Pennsylvania Higher Education Facs Auth Revenue Bond Rate/Coupon: 5.0% Matures: 08/15/2049,Municipal Security,Purchase,"$100,001 - $250,000",--,Scott,Rick,03/15/2024
02/14/2024,Self,--,Pennsylvania Higher Education Facs Auth Revenue Bond Rate/Coupon: 5.0% Matures: 08/15/2049,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
02/14/2024,Spouse,--,Pennsylvania Higher Education Facs Auth Revenue Bond Rate/Coupon: 5.0% Matures: 08/15/2049,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,03/15/2024
02/14/2024,Spouse,--,Pennsylvania Higher Education Facs Auth Revenue Bond Rate/Coupon: 5.0% Matures: 08/15/2049,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,03/15/2024
02/27/2024,Joint,QCOM,QUALCOMM Incorporated - Common Stock Option Type: Put Strike price: $150.00 Expires: 12/20/2024,Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,03/15/2024
02/27/2024,Joint,SBLK,Star Bulk Carriers Corp. - Common Shares,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,03/15/2024
02/27/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,03/15/2024
02/27/2024,Joint,PFE,"Pfizer, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,03/15/2024
02/27/2024,Joint,GOGL,Golden Ocean Group Limited - Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,03/15/2024
02/16/2024,Joint,AMAT,"Applied Materials, Inc. - Common Stock Option Type: Put Strike price: $180.00 Expires: 01/17/2025",Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,03/15/2024
02/12/2024,Joint,KEY,KeyCorp Common Stock Option Type: Put Strike price: $15.00 Expires: 09/20/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,03/15/2024
02/12/2024,Joint,HUMA,"Humacyte, Inc. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,03/15/2024
02/27/2024,Spouse,ZTS,Zoetis Inc Cl A,Stock,Purchase,"$15,001 - $50,000",--,Capito,Shelley M,03/15/2024
02/23/2024,Spouse,SBUX,Starbucks Corp,Stock,Purchase,"$15,001 - $50,000",--,Capito,Shelley M,03/15/2024
02/15/2024,Spouse,BDX,Becton Dickinson and Company,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,03/15/2024
02/09/2024,Spouse,MDT,Medtronic Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,03/15/2024
02/06/2024,Self,--,"W.L. Gore & Associates, Inc. Company: W.L. Gore & Associates, Inc.
                                                    
                                                         (Newark, DE) Description: Advanced materials manufacturing",Non-Public Stock,Sale (Partial),"$50,001 - $100,000",--,Coons,Christopher A,03/06/2024
02/06/2024,Self,--,"W.L. Gore & Associates, Inc. Company: W.L. Gore & Associates, Inc.
                                                    
                                                         (Newark, DE) Description: Advanced materials manufacturing",Non-Public Stock,Sale (Partial),"$100,001 - $250,000",--,Coons,Christopher A,03/06/2024
02/22/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,03/04/2024
02/16/2024,Spouse,TGT,Target Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,03/04/2024
02/16/2024,Spouse,EQNR,Equinor ASA,Stock,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,03/04/2024
02/08/2024,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,03/04/2024
02/08/2024,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$100,001 - $250,000",--,Carper,Thomas R,03/04/2024
02/08/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$50,001 - $100,000",--,Carper,Thomas R,03/04/2024
02/08/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$50,001 - $100,000",--,Carper,Thomas R,03/04/2024
02/07/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,03/04/2024
02/06/2024,Joint,--,Grady County OKLA SCH FIN Auth E Rate/Coupon: 4.0% Matures: 09/01/2031,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,03/01/2024
02/08/2024,Joint,--,Canadian County OKLA EDL FACS Rate/Coupon: 5.0% Matures: 09/01/2029,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,03/01/2024
01/11/2024,Self,--,Virginia ST Res Auth Rate/Coupon: 5.0% Matures: 11/01/2036,Municipal Security,Purchase,"$50,001 - $100,000",--,Warner,Mark R,02/16/2024
01/10/2024,Self,--,Petersburg VA Go BDS Rate/Coupon: 4.25% Matures: 09/01/2048,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,02/16/2024
01/10/2024,Self,--,Virginia Comwlth Transn Rate/Coupon: 4.0% Matures: 05/15/2047,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,02/16/2024
01/08/2024,Self,--,Los Angeles CNTY CA Met Rate/Coupon: 5.0% Matures: 07/01/2042,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,02/16/2024
01/08/2024,Self,--,Metropolitan ST Louis MO Rate/Coupon: 5.0% Matures: 05/01/2036,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,02/16/2024
01/04/2024,Self,--,Virginia Comwlth Transn Rate/Coupon: 4.0% Matures: 05/15/2038,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,02/16/2024
01/03/2024,Self,--,Richmond VA Pub Util Rev Ser A Rate/Coupon: 4.0% Matures: 01/15/2050,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,02/16/2024
01/03/2024,Self,--,Bexar CNTY TX Hosp Dist CTFS Oblig LTD Tax Rate/Coupon: 4.25% Matures: 02/15/2052,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,02/16/2024
01/26/2024,Joint,--,Broken Arrow OKLA Rate/Coupon: 4.0% Matures: 09/01/2035,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,02/15/2024
01/24/2024,Joint,--,McClain County OKLA Economic DEV Rate/Coupon: 4.0% Matures: 09/01/2033,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,02/15/2024
01/23/2024,Joint,--,Tulsa County OKLA INDPT SCH DIST Rate/Coupon: 4.5% Matures: 03/01/2026,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,02/15/2024
01/19/2024,Joint,--,Oklahoma Cnty Okla Fin Auth Ed Rate/Coupon: 5.0% Matures: 10/01/2024,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,02/15/2024
01/18/2024,Joint,--,Oklahoma State University Agricultural Rate/Coupon: 5.0% Matures: 09/01/2032,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,02/15/2024
01/24/2024,Joint,INTC,Intel Corporation - Common Stock Option Type: Put Strike price: $45.00 Expires: 12/20/2024,Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $17.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $17.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $17.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00 Expires: 11/15/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00 Expires: 11/15/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,SCCO,Southern Copper Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,MNST,Monster Beverage Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,MMC,"Marsh & McLennan Companies, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,IDXX,"IDEXX Laboratories, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Tuberville,Thomas H,02/14/2024
01/22/2024,Joint,AON,Aon plc Class A Ordinary Shares (Ireland),Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,PG,Procter & Gamble Company (The) Common Stock Option Type: Put Strike price: $150.00 Expires: 01/19/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,XP,XP Inc. - Class A Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,PAM,Pampa Energia S.A. ADR,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,NVO,Novo Nordisk A/S Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,LRCX,Lam Research Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,IBM,International Business Machines Corporation Common,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,GNTX,Gentex Corporation - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,RACE,Ferrari N.V. Common Shares,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,CFG,"Citizens Financial Group, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,ADSK,"Autodesk, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,AMAT,"Applied Materials, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,AAPL,Apple Inc. - Common Stock,Stock,Sale (Full),"$250,001 - $500,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,ADI,"Analog Devices, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,APH,Amphenol Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,AMGN,Amgen Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,AME,"AMETEK, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,GOOGL,Alphabet Inc. - Class A Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,AMD,"Advanced Micro Devices, Inc. - Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,ADBE,Adobe Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,ABBV,AbbVie Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Joint,HUMA,"Humacyte, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/10/2024,Joint,AAPL,Apple Inc. - Common Stock Option Type: Put Strike price: $165.00 Expires: 03/15/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,GOOGL,Alphabet Inc. - Class A Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,BMY,Bristol-Myers Squibb Company Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,LLY,Eli Lilly and Company Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,ORCL,Oracle Corporation Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,SLF,Sun Life Financial Inc. Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,DGX,Quest Diagnostics Incorporated Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/03/2024,Joint,UNP,Union Pacific Corporation Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,02/14/2024
01/19/2024,Spouse,ES,Eversource Energy,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,02/14/2024
01/19/2024,Self,ENB,Enbridge Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,02/14/2024
01/24/2024,Joint,RPM,RPM International Inc. Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",Third Party investment professional manages portfolio and oversees long-term diversification strategy that regularly includes similar transactions.,Sullivan,Daniel S,02/09/2024
01/18/2024,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,02/02/2024
01/18/2024,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,02/02/2024
01/18/2024,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/16/2024,Spouse,--,BROADCOMCORP Rate/Coupon: 3.625% Matures: 01/15/2024,Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,AES,The Aes Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,TTE,TotalEnergies SE,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,SBUX,Starbucks Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,VLO,Valero Energy Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,MET,Metlife Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,CME,CME Group Inc,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,ETRN,Equitrans Midstream Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/17/2024,Spouse,ABT,Abbott Laboratories,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/02/2024,Spouse,S,Sentinelone Inc Cl A,Stock,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/02/2024,Spouse,DELL,Dell Technologies Inc,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,02/02/2024
01/18/2024,Joint,--,JOHNSTON CNTY N C GO REF BDS 2010-A Rate/Coupon: 5.0% Matures: 02/01/2024,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Mullin,Markwayne,01/26/2024
01/18/2024,Joint,--,CENTRAL WEBER UTAH SWR IMPT DIST SWR REV BDS 2023 Rate/Coupon: 5.0% Matures: 03/01/2024,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Mullin,Markwayne,01/26/2024
01/18/2024,Joint,--,AUSTIN TEX PUB IMPT REF BDS 2023 Rate/Coupon: 5.0% Matures: 09/01/2024,Municipal Security,Sale (Full),"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/18/2024,Joint,--,KAUKAUNA WIS ANTIC NTS 2023B Rate/Coupon: 5.0% Matures: 06/01/2028,Municipal Security,Sale (Full),"$50,001 - $100,000",--,Mullin,Markwayne,01/26/2024
01/03/2024,Joint,--,Canadian County Educational Facilities Authority Rate/Coupon: 5.0% Matures: 09/01/2027,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,01/26/2024
01/10/2024,Joint,--,OK ST Capitol Impt Auth ST Highway Rate/Coupon: 5.0% Matures: 07/01/2025,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,ZTS,Zoetis Inc. Class A Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,SFM,"Sprouts Farmers Market, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Sto",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,GS,"Goldman Sachs Group, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,FRPT,"Freshpet, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,ETN,Eaton Corp,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,ELF,E.L.F. Beauty Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,CYBR,CyberArk Software Ltd. - Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,BMI,"Badger Meter, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Spouse,AXON,Axon Enterprise Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,ZTS,Zoetis Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,SFM,Sprouts Farmers Market,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Sto",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,GS,"Goldman Sachs Group, Inc. (The) Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,FRPT,"Freshpet, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,ETN,Eaton Corp,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,ELF,E.L.F. Beauty Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,CYBR,CyberArk Software Ltd. - Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,BMI,"Badger Meter, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/04/2024,Self,AXON,Axon Enterprise Inc,Stock,Purchase,"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,ADBE,Adobe Systems Inc,Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,AMD,"Advanced Micro Devices, Inc. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,AAPL,Apple Inc. - Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,01/26/2024
